pr_id,n_comments,id,merged
3016980479,3,3016980479,0
3016993084,2,3016993084,0
3016994685,2,3016994685,1
3017016012,4,3017016012,1
3017122010,9,3017122010,1
3017170831,10,3017170831,1
3017176006,6,3017176006,0
3017188682,10,3017188682,1
3017190357,8,3017190357,1
3017667755,5,3017667755,0
3017796889,4,3017796889,0
3017855487,3,3017855487,0
3018096769,1,3018096769,0
3018126639,1,3018126639,1
3018281148,2,3018281148,1
3018285768,2,3018285768,1
3018286070,2,3018286070,1
3018351923,4,3018351923,1
3018439207,3,3018439207,0
3018517272,3,3018517272,0
3018773782,2,3018773782,1
3018823702,3,3018823702,1
3018859900,9,3018859900,1
3018869549,6,3018869549,1
3019930533,9,3019930533,1
3019933276,8,3019933276,1
3019935504,8,3019935504,1
3019942035,8,3019942035,1
3019944984,9,3019944984,1
3019945406,8,3019945406,1
3019947988,8,3019947988,1
3019949623,3,3019949623,1
3019973626,8,3019973626,1
3019980620,2,3019980620,1
3019985000,3,3019985000,0
3019987460,2,3019987460,1
3019997422,2,3019997422,1
3019999747,8,3019999747,1
3020000039,8,3020000039,1
3020611319,2,3020611319,1
3020641867,2,3020641867,0
3020688007,3,3020688007,0
3020816869,3,3020816869,1
3020817672,2,3020817672,1
3020831935,2,3020831935,1
3020833796,2,3020833796,1
3021010746,2,3021010746,0
3021014004,2,3021014004,0
3021048948,2,3021048948,1
3021061661,3,3021061661,1
3021063109,3,3021063109,0
3021088894,2,3021088894,1
3021098408,4,3021098408,0
3021115524,1,3021115524,1
3021119105,5,3021119105,0
3021139938,2,3021139938,0
3021303840,3,3021303840,1
3021303865,3,3021303865,1
3021321434,4,3021321434,1
3021332625,4,3021332625,1
3021459305,5,3021459305,1
3021791613,4,3021791613,1
3021989795,6,3021989795,1
3022001726,3,3022001726,1
3022001801,4,3022001801,1
3022021675,3,3022021675,1
3022206894,1,3022206894,0
3022371582,3,3022371582,1
3022535793,3,3022535793,1
3022540037,2,3022540037,1
3022540649,2,3022540649,1
3022543124,3,3022543124,1
3022543317,2,3022543317,0
3022593895,5,3022593895,1
3022605131,4,3022605131,0
3022608189,2,3022608189,1
3022617362,3,3022617362,1
3022831945,4,3022831945,0
3022909076,2,3022909076,0
3022933130,3,3022933130,0
3022935755,2,3022935755,0
3022955231,6,3022955231,0
3023069216,2,3023069216,0
3023133644,1,3023133644,0
3023165571,6,3023165571,1
3023189103,2,3023189103,0
3023193903,4,3023193903,1
3023246654,2,3023246654,1
3023248867,2,3023248867,1
3023267214,2,3023267214,1
3023299823,1,3023299823,0
3023422806,3,3023422806,0
3023613188,5,3023613188,0
3023618353,2,3023618353,0
3023723466,7,3023723466,1
3023973499,5,3023973499,0
3024105016,3,3024105016,1
3024124229,11,3024124229,1
3025132724,2,3025132724,1
3025318877,2,3025318877,1
3025434270,5,3025434270,1
3025724472,5,3025724472,0
3026199338,3,3026199338,1
3026212985,2,3026212985,0
3026963297,2,3026963297,0
3028024558,2,3028024558,0
3028324419,3,3028324419,0
3028603816,5,3028603816,1
3028627060,3,3028627060,0
3028848405,1,3028848405,1
3029374639,4,3029374639,1
3029413152,1,3029413152,0
3029567465,4,3029567465,0
3029752398,4,3029752398,0
3029775556,4,3029775556,0
3029783614,1,3029783614,0
3029842200,4,3029842200,1
3029843479,2,3029843479,0
3029863949,2,3029863949,0
3030073254,3,3030073254,0
3030162879,3,3030162879,0
3030166725,2,3030166725,1
3030779808,4,3030779808,0
3030949227,5,3030949227,0
3031053342,3,3031053342,0
3031718849,2,3031718849,1
3031898942,2,3031898942,1
3031917926,3,3031917926,1
3032232141,3,3032232141,0
3032794637,1,3032794637,1
3032813632,3,3032813632,1
3032932433,1,3032932433,1
3032937981,5,3032937981,0
3033029202,6,3033029202,1
3033039693,4,3033039693,1
3033217495,8,3033217495,1
3033408828,7,3033408828,1
3033566586,11,3033566586,0
3033689845,2,3033689845,0
3033841175,1,3033841175,1
3033886992,7,3033886992,0
3034047412,1,3034047412,1
3034054383,1,3034054383,1
3034266467,2,3034266467,1
3034267143,2,3034267143,1
3034353243,2,3034353243,1
3034362032,3,3034362032,1
3034517667,2,3034517667,0
3034597936,1,3034597936,0
3034601138,3,3034601138,1
3034811249,11,3034811249,0
3034903835,5,3034903835,0
3034985868,7,3034985868,1
3034997303,4,3034997303,0
3035055362,2,3035055362,1
3035107204,1,3035107204,1
3035158473,2,3035158473,1
3035179859,1,3035179859,1
3035187237,1,3035187237,1
3035191266,1,3035191266,1
3035201679,1,3035201679,1
3035224376,1,3035224376,1
3035264829,1,3035264829,1
3035272513,1,3035272513,1
3035281556,1,3035281556,1
3035283080,1,3035283080,0
3035429935,4,3035429935,0
3035434527,3,3035434527,0
3036170902,3,3036170902,0
3036244398,1,3036244398,1
3036245532,3,3036245532,0
3036314560,1,3036314560,1
3036416301,3,3036416301,1
3036425780,4,3036425780,0
3036487440,2,3036487440,1
3036527586,2,3036527586,1
3036538035,1,3036538035,1
3036540547,1,3036540547,1
3036542397,2,3036542397,1
3036552606,1,3036552606,1
3036576130,1,3036576130,1
3036581482,1,3036581482,1
3036581562,1,3036581562,1
3036590268,1,3036590268,1
3036590770,2,3036590770,1
3036602903,1,3036602903,1
3036666914,2,3036666914,0
3036715200,1,3036715200,1
3036721684,1,3036721684,1
3036722225,1,3036722225,1
3036742708,1,3036742708,1
3036798571,4,3036798571,0
3036825805,2,3036825805,1
3036882203,1,3036882203,1
3036940754,1,3036940754,1
3036942797,2,3036942797,1
3037085537,1,3037085537,1
3037087624,2,3037087624,0
3037099154,1,3037099154,1
3037104968,1,3037104968,1
3037112278,1,3037112278,1
3037115474,1,3037115474,1
3037118247,1,3037118247,1
3037121980,1,3037121980,1
3037528207,2,3037528207,1
3037534591,2,3037534591,1
3037534760,2,3037534760,0
3037589749,1,3037589749,1
3037590834,3,3037590834,1
3037608811,1,3037608811,1
3037615729,2,3037615729,1
3037616016,2,3037616016,0
3037617116,1,3037617116,1
3037618903,3,3037618903,0
3037648655,1,3037648655,1
3037649777,2,3037649777,1
3037650945,5,3037650945,1
3037760219,1,3037760219,1
3037763030,1,3037763030,0
3037985682,3,3037985682,1
3038019311,5,3038019311,0
3038225278,1,3038225278,1
3038284707,3,3038284707,1
3038390136,4,3038390136,0
3038625817,3,3038625817,0
3039055142,3,3039055142,0
3039380315,5,3039380315,0
3039626070,3,3039626070,1
3039633986,4,3039633986,0
3039645274,5,3039645274,1
3039676856,2,3039676856,1
3039769863,3,3039769863,0
3039949387,2,3039949387,1
3040071585,2,3040071585,1
3040099716,2,3040099716,0
3040102967,2,3040102967,1
3040471447,4,3040471447,0
3040816766,1,3040816766,1
3040871845,2,3040871845,1
3040925337,6,3040925337,1
3040934363,1,3040934363,1
3040970325,4,3040970325,0
3040980236,4,3040980236,0
3041005828,2,3041005828,0
3041088100,1,3041088100,1
3041129721,3,3041129721,0
3042242308,3,3042242308,0
3042979666,9,3042979666,1
3043613876,4,3043613876,1
3044051221,1,3044051221,0
3044194711,3,3044194711,0
3044425330,3,3044425330,0
3044855706,11,3044855706,1
3044978455,8,3044978455,1
3045058130,3,3045058130,0
3045808045,4,3045808045,0
3045866074,6,3045866074,1
3046189274,4,3046189274,1
3046253270,4,3046253270,1
3046275323,7,3046275323,1
3046374142,4,3046374142,1
3046401477,4,3046401477,1
3046430027,4,3046430027,1
3046447638,4,3046447638,1
3046541869,3,3046541869,1
3046545060,3,3046545060,0
3046558981,3,3046558981,1
3046593561,3,3046593561,0
3046662118,4,3046662118,1
3046771940,4,3046771940,0
3046809003,2,3046809003,1
3046866523,1,3046866523,0
3046871630,4,3046871630,0
3046919572,2,3046919572,1
3046927113,3,3046927113,1
3047109765,4,3047109765,0
3047232373,3,3047232373,0
3047296744,5,3047296744,0
3047627084,8,3047627084,1
3047689525,3,3047689525,1
3047699666,5,3047699666,1
3047718524,6,3047718524,0
3048282458,4,3048282458,0
3048355837,2,3048355837,0
3048442859,2,3048442859,0
3048475288,10,3048475288,0
3048744521,2,3048744521,0
3048745288,8,3048745288,0
3048786713,3,3048786713,0
3048846835,3,3048846835,0
3048954630,12,3048954630,1
3048994775,6,3048994775,1
3049300237,4,3049300237,0
3049320746,2,3049320746,0
3049325613,4,3049325613,1
3049337839,2,3049337839,1
3049349544,2,3049349544,0
3049352711,2,3049352711,1
3049445842,2,3049445842,0
3049788957,4,3049788957,0
3049856720,3,3049856720,0
3049861965,7,3049861965,1
3049889451,7,3049889451,1
3050163979,1,3050163979,1
3050164164,5,3050164164,1
3050185194,6,3050185194,0
3050211305,1,3050211305,0
3050214713,3,3050214713,0
3050218206,5,3050218206,0
3050250237,3,3050250237,0
3050253115,5,3050253115,1
3050346044,1,3050346044,1
3050368691,2,3050368691,1
3050423267,3,3050423267,1
3050441892,5,3050441892,1
3050463039,4,3050463039,1
3050491453,1,3050491453,1
3050543965,2,3050543965,0
3050557580,2,3050557580,1
3050668847,7,3050668847,1
3050709139,2,3050709139,0
3051248508,4,3051248508,1
3051310871,5,3051310871,0
3051320539,3,3051320539,0
3051334108,6,3051334108,1
3051361296,7,3051361296,1
3051560458,3,3051560458,0
3051627275,2,3051627275,0
3051682279,3,3051682279,1
3051986596,3,3051986596,0
3052431463,4,3052431463,0
3052560109,4,3052560109,0
3052658316,4,3052658316,1
3052708454,4,3052708454,1
3052823757,3,3052823757,0
3053253191,3,3053253191,0
3053325093,4,3053325093,0
3053343945,14,3053343945,1
3053470169,2,3053470169,1
3053649404,4,3053649404,0
3053850042,2,3053850042,1
3053867130,3,3053867130,1
3053875776,4,3053875776,0
3053938077,5,3053938077,1
3054019499,3,3054019499,0
3054056380,5,3054056380,0
3054150679,5,3054150679,0
3054178098,2,3054178098,1
3054200216,3,3054200216,1
3054365903,2,3054365903,0
3054396306,4,3054396306,0
3054507513,2,3054507513,1
3054632631,3,3054632631,0
3054663917,3,3054663917,0
3054673063,3,3054673063,0
3054862915,4,3054862915,0
3054995671,1,3054995671,1
3055008208,3,3055008208,1
3055008281,4,3055008281,0
3055011716,3,3055011716,1
3055284274,3,3055284274,0
3055607319,4,3055607319,0
3055611476,7,3055611476,1
3055700229,6,3055700229,1
3055717125,6,3055717125,0
3055789053,4,3055789053,0
3056288832,3,3056288832,0
3056316834,4,3056316834,0
3056686785,3,3056686785,1
3056690965,6,3056690965,0
3056995446,1,3056995446,0
3057208717,3,3057208717,1
3057452803,1,3057452803,1
3057663648,3,3057663648,1
3057825906,7,3057825906,1
3057892583,2,3057892583,1
3057907036,2,3057907036,0
3058028116,5,3058028116,0
3058246563,3,3058246563,1
3058351964,1,3058351964,0
3058420282,3,3058420282,0
3058482399,3,3058482399,0
3058525033,3,3058525033,0
3058666010,1,3058666010,1
3058723574,6,3058723574,1
3058727828,4,3058727828,1
3058736038,1,3058736038,1
3058782123,1,3058782123,1
3058809612,1,3058809612,0
3059149099,2,3059149099,1
3059314389,1,3059314389,1
3059364033,1,3059364033,0
3059800558,3,3059800558,0
3059861704,1,3059861704,1
3060575393,3,3060575393,0
3060716964,3,3060716964,0
3060783699,1,3060783699,0
3060818555,3,3060818555,0
3060860792,3,3060860792,1
3060998787,30,3060998787,1
3061069405,9,3061069405,0
3061080740,4,3061080740,1
3061189699,5,3061189699,0
3061252632,1,3061252632,0
3061360197,1,3061360197,0
3061361678,1,3061361678,0
3061362217,1,3061362217,0
3061489401,3,3061489401,0
3061575023,2,3061575023,0
3061751436,2,3061751436,1
3062241477,18,3062241477,0
3062887664,1,3062887664,1
3062904406,4,3062904406,1
3063229418,1,3063229418,1
3063471538,2,3063471538,1
3063489250,2,3063489250,1
3063509475,3,3063509475,0
3063545513,2,3063545513,1
3063570306,3,3063570306,1
3063574203,2,3063574203,1
3063597118,4,3063597118,0
3063897409,3,3063897409,1
3063902495,4,3063902495,1
3063938472,3,3063938472,0
3064054868,3,3064054868,0
3064080896,7,3064080896,1
3064113723,3,3064113723,1
3064546435,2,3064546435,1
3064580725,5,3064580725,0
3064869997,2,3064869997,1
3064901195,2,3064901195,1
3065032395,8,3065032395,0
3065078466,2,3065078466,1
3065141445,6,3065141445,0
3065169774,5,3065169774,0
3065205042,6,3065205042,1
3065250403,7,3065250403,0
3065400643,14,3065400643,0
3065582542,4,3065582542,1
3065695363,10,3065695363,1
3065788296,2,3065788296,0
3065966214,7,3065966214,0
3066143003,7,3066143003,0
3066539323,1,3066539323,1
3066731569,4,3066731569,1
3066853764,3,3066853764,0
3067017042,4,3067017042,0
3067033881,3,3067033881,0
3067210808,3,3067210808,0
3067228631,2,3067228631,1
3067443431,1,3067443431,1
3067605533,10,3067605533,1
3067709444,3,3067709444,1
3067711307,3,3067711307,1
3067770211,3,3067770211,0
3067973069,2,3067973069,0
3067975590,2,3067975590,0
3067984156,4,3067984156,0
3067985764,4,3067985764,0
3068072904,7,3068072904,0
3068128881,2,3068128881,1
3068163160,2,3068163160,1
3068333275,4,3068333275,1
3068648111,6,3068648111,0
3068941331,7,3068941331,0
3069101459,5,3069101459,0
3069147854,1,3069147854,1
3069163137,2,3069163137,1
3069384523,2,3069384523,1
3069414735,4,3069414735,0
3069567637,2,3069567637,1
3069723662,2,3069723662,1
3069744517,4,3069744517,0
3069810383,2,3069810383,1
3069858851,3,3069858851,1
3069961418,2,3069961418,0
3069989607,1,3069989607,1
3070000674,3,3070000674,0
3070005572,3,3070005572,0
3070046387,1,3070046387,1
3070047385,2,3070047385,0
3070049529,1,3070049529,0
3070050808,3,3070050808,0
3070055759,1,3070055759,0
3070057276,1,3070057276,1
3070067793,3,3070067793,0
3070068474,1,3070068474,1
3070068738,3,3070068738,1
3070079353,2,3070079353,1
3070088687,2,3070088687,0
3070090137,3,3070090137,0
3070127692,1,3070127692,1
3070130388,1,3070130388,1
3070137563,1,3070137563,1
3070142599,1,3070142599,1
3070146459,1,3070146459,1
3070150168,4,3070150168,1
3070165463,4,3070165463,1
3070165480,1,3070165480,0
3070170567,1,3070170567,1
3070177269,1,3070177269,1
3070178681,1,3070178681,1
3070197626,3,3070197626,1
3070202885,1,3070202885,1
3070204179,5,3070204179,1
3070204288,1,3070204288,1
3070217162,1,3070217162,1
3070227634,4,3070227634,1
3070229503,3,3070229503,1
3070233885,4,3070233885,1
3070236675,1,3070236675,1
3070246219,1,3070246219,0
3070258467,3,3070258467,0
3070269324,1,3070269324,0
3070310324,2,3070310324,1
3070312081,2,3070312081,1
3070319480,1,3070319480,1
3070322024,4,3070322024,1
3070333386,2,3070333386,1
3070333952,3,3070333952,1
3070337683,4,3070337683,1
3070338307,2,3070338307,1
3070340483,2,3070340483,1
3070340728,1,3070340728,0
3070343085,2,3070343085,1
3070364592,1,3070364592,1
3070372539,2,3070372539,1
3070374482,1,3070374482,0
3070375416,2,3070375416,1
3070390119,6,3070390119,1
3070430089,1,3070430089,1
3070434866,4,3070434866,1
3070437813,8,3070437813,1
3070451416,1,3070451416,0
3070454137,1,3070454137,0
3070485334,1,3070485334,1
3070581269,1,3070581269,1
3070594126,1,3070594126,1
3070597480,1,3070597480,0
3070600620,2,3070600620,1
3070601228,2,3070601228,1
3070606286,1,3070606286,1
3070606435,2,3070606435,1
3070631879,1,3070631879,1
3070636806,1,3070636806,1
3070643336,3,3070643336,1
3070655677,1,3070655677,1
3070656076,1,3070656076,1
3070661102,1,3070661102,1
3070683420,2,3070683420,1
3070687390,3,3070687390,0
3070744926,3,3070744926,0
3070775482,1,3070775482,0
3070780242,1,3070780242,1
3070839522,3,3070839522,1
3070852559,1,3070852559,1
3070852670,2,3070852670,1
3070854363,3,3070854363,1
3070860351,2,3070860351,1
3070860414,3,3070860414,1
3070861080,2,3070861080,1
3070861271,3,3070861271,1
3070868251,2,3070868251,1
3070893220,2,3070893220,1
3070893488,2,3070893488,1
3070896378,3,3070896378,1
3070899170,3,3070899170,0
3070903361,3,3070903361,0
3070903485,3,3070903485,0
3070903672,3,3070903672,0
3070917994,2,3070917994,1
3070921263,2,3070921263,1
3070921346,2,3070921346,1
3070921391,2,3070921391,1
3070926442,2,3070926442,0
3070933575,16,3070933575,1
3070935180,2,3070935180,0
3070935368,5,3070935368,1
3070935737,2,3070935737,1
3070936351,3,3070936351,1
3070943026,1,3070943026,0
3070950635,3,3070950635,1
3070952955,3,3070952955,1
3070953480,2,3070953480,0
3070954603,3,3070954603,0
3070956533,3,3070956533,0
3070957415,1,3070957415,1
3070960049,1,3070960049,0
3070960245,1,3070960245,0
3070960626,1,3070960626,0
3070961192,1,3070961192,0
3070961285,1,3070961285,0
3070961665,1,3070961665,0
3070963262,1,3070963262,0
3070963863,1,3070963863,1
3070964243,1,3070964243,0
3070964333,1,3070964333,0
3070964616,1,3070964616,0
3070967548,2,3070967548,1
3070968318,3,3070968318,1
3070968990,2,3070968990,0
3070969331,1,3070969331,0
3070969507,1,3070969507,0
3070970659,3,3070970659,0
3070977591,3,3070977591,0
3070980739,5,3070980739,1
3070980780,1,3070980780,0
3070983547,1,3070983547,1
3070996327,1,3070996327,0
3070996423,1,3070996423,0
3070996477,1,3070996477,0
3070996508,1,3070996508,0
3070996561,1,3070996561,0
3070996583,1,3070996583,0
3070996801,1,3070996801,0
3070996825,1,3070996825,0
3070996846,1,3070996846,0
3070996871,1,3070996871,0
3070996908,1,3070996908,0
3070996968,1,3070996968,0
3070997023,1,3070997023,0
3070997428,1,3070997428,0
3070997610,1,3070997610,0
3070998202,1,3070998202,0
3070998348,1,3070998348,0
3070998383,1,3070998383,0
3070998419,1,3070998419,0
3070998869,1,3070998869,0
3070999060,1,3070999060,0
3070999142,1,3070999142,0
3070999255,1,3070999255,0
3070999482,1,3070999482,0
3070999554,1,3070999554,0
3070999598,1,3070999598,0
3070999654,1,3070999654,0
3070999733,1,3070999733,0
3070999852,1,3070999852,0
3071010253,1,3071010253,0
3071037378,3,3071037378,0
3071039778,2,3071039778,1
3071076936,1,3071076936,1
3071076995,4,3071076995,1
3071083616,2,3071083616,1
3071136363,1,3071136363,0
3071144316,1,3071144316,1
3071147441,1,3071147441,0
3071147943,1,3071147943,0
3071150854,2,3071150854,0
3071154500,1,3071154500,1
3071155018,1,3071155018,1
3071159718,1,3071159718,1
3071165159,3,3071165159,0
3071250357,1,3071250357,1
3071291667,9,3071291667,0
3071302729,3,3071302729,1
3071303687,3,3071303687,0
3071309675,3,3071309675,1
3071325744,4,3071325744,0
3071401333,3,3071401333,1
3071432628,4,3071432628,0
3071486488,3,3071486488,0
3071498719,2,3071498719,0
3071510323,15,3071510323,1
3071530686,1,3071530686,1
3071532730,6,3071532730,1
3071539552,3,3071539552,0
3071556660,1,3071556660,1
3071574486,2,3071574486,0
3071615096,3,3071615096,1
3071636852,4,3071636852,1
3071674928,1,3071674928,1
3071701478,2,3071701478,1
3071701673,2,3071701673,1
3071706456,1,3071706456,0
3071706518,1,3071706518,1
3071708085,2,3071708085,1
3071786409,1,3071786409,0
3071786742,1,3071786742,0
3071803431,6,3071803431,1
3071817399,2,3071817399,0
3071832691,3,3071832691,1
3071839438,3,3071839438,0
3071871877,4,3071871877,0
3071874019,2,3071874019,0
3071947265,2,3071947265,1
3071949137,2,3071949137,1
3071952081,1,3071952081,0
3071952484,3,3071952484,0
3071962085,1,3071962085,0
3071962912,3,3071962912,1
3071982253,1,3071982253,0
3071986443,1,3071986443,1
3071988385,1,3071988385,0
3071990984,1,3071990984,0
3071995758,2,3071995758,1
3072000530,3,3072000530,0
3072004170,5,3072004170,0
3072004984,1,3072004984,0
3072006930,1,3072006930,0
3072047554,2,3072047554,1
3072062118,1,3072062118,0
3072073720,1,3072073720,1
3072095829,2,3072095829,0
3072107233,2,3072107233,0
3072108466,2,3072108466,1
3072128473,1,3072128473,0
3072136032,2,3072136032,0
3072138891,2,3072138891,0
3072174103,1,3072174103,1
3072236629,1,3072236629,0
3072266220,1,3072266220,0
3072351994,6,3072351994,0
3072460329,6,3072460329,1
3072551772,3,3072551772,1
3073002129,4,3073002129,1
3073002241,1,3073002241,0
3073152459,1,3073152459,0
3073179861,3,3073179861,1
3073369414,1,3073369414,1
3073524440,1,3073524440,1
3073527804,1,3073527804,0
3073532077,1,3073532077,1
3073577026,2,3073577026,1
3073587664,2,3073587664,0
3073606770,4,3073606770,1
3073705436,3,3073705436,0
3073761198,4,3073761198,1
3073780610,3,3073780610,1
3073873952,1,3073873952,1
3074038581,6,3074038581,1
3074068344,3,3074068344,0
3074128102,1,3074128102,0
3074130381,1,3074130381,0
3074156029,2,3074156029,0
3074160943,3,3074160943,1
3074232546,2,3074232546,0
3074242664,3,3074242664,0
3074285678,7,3074285678,0
3074294403,3,3074294403,0
3074351366,1,3074351366,1
3074373266,3,3074373266,1
3074376887,2,3074376887,1
3074390411,3,3074390411,0
3074397731,3,3074397731,0
3074410301,1,3074410301,1
3074414909,2,3074414909,0
3074419224,1,3074419224,0
3074459581,3,3074459581,0
3074473153,1,3074473153,0
3074482141,11,3074482141,1
3074511747,2,3074511747,1
3074525100,3,3074525100,1
3074531119,4,3074531119,0
3074557301,2,3074557301,0
3074561019,5,3074561019,0
3074574690,1,3074574690,0
3074597647,3,3074597647,1
3074604500,1,3074604500,1
3074605898,3,3074605898,0
3074609325,10,3074609325,0
3074611763,1,3074611763,1
3074618957,30,3074618957,0
3074635096,3,3074635096,0
3074647104,6,3074647104,1
3074649485,4,3074649485,1
3074649650,1,3074649650,1
3074652778,2,3074652778,1
3074682221,6,3074682221,1
3074688614,17,3074688614,0
3074689840,9,3074689840,1
3074756019,11,3074756019,0
3074764483,5,3074764483,1
3074768049,2,3074768049,0
3074773765,1,3074773765,0
3074774643,1,3074774643,0
3074776256,9,3074776256,0
3074778952,2,3074778952,0
3074779290,1,3074779290,0
3074781486,12,3074781486,1
3074782428,1,3074782428,1
3074783719,4,3074783719,1
3074803753,1,3074803753,1
3074815283,4,3074815283,1
3074815696,2,3074815696,0
3074838163,3,3074838163,1
3074847860,1,3074847860,0
3074880871,7,3074880871,0
3074924091,1,3074924091,0
3074925487,2,3074925487,0
3074928255,3,3074928255,1
3074962133,3,3074962133,1
3074990791,7,3074990791,0
3074993448,4,3074993448,0
3075012540,3,3075012540,0
3075020287,1,3075020287,0
3075020585,1,3075020585,0
3075021617,1,3075021617,0
3075023159,2,3075023159,1
3075024592,3,3075024592,1
3075028295,1,3075028295,0
3075031726,7,3075031726,0
3075036713,11,3075036713,1
3075041588,22,3075041588,0
3075074837,5,3075074837,1
3075075850,5,3075075850,0
3075113564,3,3075113564,1
3075151272,2,3075151272,0
3075207290,12,3075207290,0
3075221618,1,3075221618,1
3075243153,9,3075243153,0
3075267356,1,3075267356,1
3075286950,5,3075286950,1
3075298303,1,3075298303,1
3075300600,2,3075300600,1
3075300774,1,3075300774,0
3075322931,4,3075322931,1
3075333258,1,3075333258,0
3075368863,5,3075368863,1
3075375258,1,3075375258,0
3075398355,3,3075398355,0
3075403080,7,3075403080,1
3075417779,1,3075417779,1
3075448607,1,3075448607,1
3075457871,3,3075457871,1
3075460584,1,3075460584,1
3075506520,7,3075506520,1
3075525976,3,3075525976,0
3075584263,1,3075584263,0
3075600718,2,3075600718,0
3075723453,2,3075723453,1
3075728562,5,3075728562,1
3075736690,1,3075736690,0
3075749243,1,3075749243,0
3075757415,2,3075757415,1
3075789042,1,3075789042,0
3075799511,30,3075799511,1
3075843226,10,3075843226,1
3075857183,30,3075857183,0
3075881390,1,3075881390,0
3075883869,1,3075883869,0
3075942194,3,3075942194,1
3075945404,3,3075945404,0
3075963167,2,3075963167,1
3075978533,2,3075978533,0
3075980392,2,3075980392,0
3075987480,1,3075987480,1
3075994560,5,3075994560,0
3076030480,7,3076030480,0
3076049889,2,3076049889,0
3076064186,17,3076064186,1
3076083247,17,3076083247,1
3076155796,1,3076155796,1
3076237105,4,3076237105,1
3076267770,1,3076267770,1
3076300908,6,3076300908,1
3076452714,3,3076452714,0
3076534856,1,3076534856,0
3076559097,2,3076559097,0
3076717205,1,3076717205,0
3076732838,1,3076732838,0
3076734537,1,3076734537,1
3076780891,10,3076780891,1
3076876850,2,3076876850,0
3076882541,1,3076882541,1
3076915645,1,3076915645,0
3076965582,3,3076965582,1
3076991884,1,3076991884,0
3077052259,27,3077052259,1
3077057256,2,3077057256,0
3077061912,4,3077061912,1
3077094653,5,3077094653,0
3077095173,1,3077095173,0
3077095481,6,3077095481,1
3077103096,2,3077103096,1
3077105080,1,3077105080,0
3077212751,2,3077212751,1
3077273873,1,3077273873,1
3077283376,1,3077283376,0
3077288177,7,3077288177,1
3077291941,2,3077291941,0
3077293430,3,3077293430,1
3077311015,2,3077311015,0
3077315151,1,3077315151,0
3077343390,3,3077343390,1
3077383006,11,3077383006,1
3077405928,2,3077405928,0
3077422435,3,3077422435,1
3077439649,6,3077439649,1
3077485814,5,3077485814,0
3077499205,1,3077499205,1
3077533825,4,3077533825,1
3077536986,1,3077536986,1
3077557246,1,3077557246,1
3077557325,1,3077557325,1
3077572963,1,3077572963,1
3077582070,3,3077582070,0
3077668165,5,3077668165,1
3077678079,3,3077678079,0
3077679669,1,3077679669,0
3077722668,2,3077722668,0
3077731351,9,3077731351,1
3077744021,1,3077744021,1
3077747496,1,3077747496,1
3077749043,3,3077749043,0
3077756705,3,3077756705,0
3077768704,6,3077768704,1
3077775289,1,3077775289,1
3077823693,1,3077823693,1
3077861823,1,3077861823,0
3077864375,2,3077864375,0
3077866869,1,3077866869,0
3077882531,1,3077882531,0
3077887395,2,3077887395,0
3077888979,3,3077888979,0
3077925476,1,3077925476,0
3077950268,3,3077950268,1
3078007278,4,3078007278,1
3078039389,1,3078039389,1
3078039964,2,3078039964,0
3078066726,6,3078066726,0
3078076894,2,3078076894,1
3078077090,1,3078077090,0
3078087789,1,3078087789,0
3078127004,1,3078127004,1
3078160044,6,3078160044,1
3078168762,1,3078168762,0
3078197210,4,3078197210,1
3078237999,2,3078237999,1
3078256987,2,3078256987,1
3078313476,2,3078313476,0
3078330455,4,3078330455,1
3078331713,2,3078331713,1
3078334222,1,3078334222,1
3078353736,4,3078353736,1
3078439427,17,3078439427,0
3078444990,6,3078444990,1
3078460436,2,3078460436,0
3078514459,5,3078514459,0
3078528718,9,3078528718,1
3078529665,2,3078529665,0
3078539142,6,3078539142,0
3078539871,2,3078539871,1
3078604256,1,3078604256,1
3078707207,3,3078707207,1
3078732754,2,3078732754,0
3078737490,11,3078737490,1
3078777355,2,3078777355,1
3078778167,1,3078778167,1
3078782339,8,3078782339,1
3078795559,1,3078795559,1
3078805245,1,3078805245,1
3078814177,2,3078814177,1
3078834752,19,3078834752,0
3078911500,9,3078911500,1
3078939326,4,3078939326,1
3078983102,1,3078983102,1
3079015394,3,3079015394,1
3079076347,3,3079076347,0
3079103182,3,3079103182,0
3079187006,1,3079187006,1
3079241115,11,3079241115,0
3079297692,2,3079297692,0
3079366285,30,3079366285,0
3079374187,2,3079374187,1
3079412156,1,3079412156,1
3079569069,5,3079569069,0
3079572036,2,3079572036,1
3079611560,3,3079611560,1
3079612653,3,3079612653,0
3079628682,13,3079628682,0
3079632972,1,3079632972,1
3079799506,3,3079799506,0
3079900258,4,3079900258,0
3079989476,4,3079989476,1
3080015686,20,3080015686,0
3080054034,1,3080054034,1
3080054616,2,3080054616,1
3080093279,6,3080093279,0
3080134448,5,3080134448,0
3080192045,4,3080192045,0
3080265580,4,3080265580,1
3080333429,1,3080333429,1
3080448589,1,3080448589,1
3080450775,1,3080450775,0
3080461166,4,3080461166,0
3080468917,1,3080468917,0
3080501015,3,3080501015,1
3080621090,2,3080621090,0
3080710398,1,3080710398,1
3080749324,1,3080749324,0
3080751824,4,3080751824,1
3080755100,2,3080755100,1
3080765979,2,3080765979,1
3080769487,4,3080769487,1
3080778269,3,3080778269,1
3080811433,2,3080811433,0
3080825869,2,3080825869,0
3080846070,2,3080846070,0
