pr_id,n_comments,id,merged
3125286501,2,3125286501,1
3125290242,2,3125290242,1
3125360396,2,3125360396,0
3125391922,2,3125391922,1
3125404032,1,3125404032,1
3125407491,2,3125407491,0
3125429158,1,3125429158,1
3125458401,19,3125458401,1
3125459043,24,3125459043,0
3125477823,2,3125477823,1
3125497651,2,3125497651,1
3125531606,8,3125531606,1
3125597916,3,3125597916,0
3125655207,3,3125655207,1
3125657433,2,3125657433,1
3125675582,3,3125675582,0
3125682958,2,3125682958,0
3125708547,2,3125708547,1
3125710825,1,3125710825,1
3125725457,2,3125725457,1
3125744468,5,3125744468,1
3125771920,3,3125771920,1
3125790678,1,3125790678,1
3125792020,4,3125792020,0
3125799000,1,3125799000,0
3125817776,1,3125817776,1
3125821877,1,3125821877,0
3125826357,2,3125826357,0
3125834113,5,3125834113,1
3125848910,1,3125848910,0
3125850603,5,3125850603,0
3125881974,4,3125881974,0
3125891957,1,3125891957,1
3125967876,2,3125967876,0
3125979959,2,3125979959,0
3126001479,2,3126001479,0
3126019191,2,3126019191,1
3126054099,4,3126054099,0
3126092376,3,3126092376,1
3126107759,3,3126107759,0
3126161014,1,3126161014,1
3126164555,1,3126164555,1
3126187486,1,3126187486,0
3126249131,6,3126249131,1
3126336730,4,3126336730,1
3126448988,5,3126448988,0
3126455905,1,3126455905,0
3126505002,1,3126505002,1
3126520099,1,3126520099,1
3126533915,1,3126533915,0
3126534065,1,3126534065,0
3126534966,1,3126534966,0
3126535417,1,3126535417,0
3126536645,1,3126536645,0
3126630055,2,3126630055,1
3126639142,4,3126639142,1
3126647068,1,3126647068,1
3126771197,1,3126771197,1
3126799846,1,3126799846,1
3127026463,3,3127026463,0
3127070156,1,3127070156,1
3127112794,6,3127112794,1
3127121876,2,3127121876,1
3127130622,2,3127130622,1
3127143865,1,3127143865,1
3127174639,1,3127174639,1
3127180791,1,3127180791,1
3127208004,1,3127208004,0
3127210211,1,3127210211,0
3127214972,3,3127214972,1
3127222871,6,3127222871,1
3127231883,11,3127231883,1
3127291716,1,3127291716,1
3127321009,2,3127321009,1
3127340685,1,3127340685,1
3127353854,2,3127353854,1
3127367943,2,3127367943,1
3127377495,2,3127377495,1
3127398237,4,3127398237,1
3127403072,1,3127403072,1
3127422033,1,3127422033,0
3127512406,1,3127512406,1
3127516559,1,3127516559,0
3127524185,2,3127524185,1
3127552216,3,3127552216,1
3127601737,2,3127601737,1
3127629424,6,3127629424,1
3127630140,2,3127630140,0
3127673102,2,3127673102,0
3127709223,5,3127709223,1
3127781810,2,3127781810,1
3127805671,1,3127805671,1
3127825296,2,3127825296,1
3127839399,2,3127839399,1
3127853160,6,3127853160,1
3127924725,1,3127924725,1
3127963975,1,3127963975,1
3127975454,1,3127975454,1
3128067516,1,3128067516,1
3128149830,1,3128149830,1
3128226642,2,3128226642,0
3128227844,2,3128227844,0
3128365797,1,3128365797,0
3128369055,1,3128369055,1
3128399635,1,3128399635,0
3128413591,2,3128413591,1
3128477850,3,3128477850,0
3128517351,3,3128517351,0
3128538607,2,3128538607,1
3128551483,2,3128551483,0
3128617960,2,3128617960,1
3128619351,2,3128619351,1
3128663211,2,3128663211,0
3128687696,2,3128687696,0
3128692181,1,3128692181,0
3128707687,2,3128707687,1
3128721443,2,3128721443,1
3128723977,1,3128723977,1
3128725710,1,3128725710,1
3128735292,1,3128735292,1
3128741467,2,3128741467,0
3128810853,1,3128810853,0
3128852470,4,3128852470,0
3128891457,1,3128891457,1
3128896513,3,3128896513,1
3128902225,1,3128902225,1
3128931264,6,3128931264,1
3128948216,2,3128948216,1
3128953583,4,3128953583,1
3129032116,2,3129032116,0
3129052252,4,3129052252,0
3129055380,1,3129055380,1
3129063731,4,3129063731,1
3129085835,4,3129085835,1
3129103017,1,3129103017,1
3129110273,3,3129110273,1
3129125271,2,3129125271,0
3129133917,4,3129133917,1
3129135277,4,3129135277,1
3129165817,3,3129165817,1
3129171376,6,3129171376,1
3129172469,1,3129172469,0
3129247657,3,3129247657,0
3129475228,4,3129475228,1
3129509201,1,3129509201,0
3129554303,5,3129554303,1
3129565622,1,3129565622,0
3129582804,6,3129582804,1
3129589292,6,3129589292,1
3129643153,6,3129643153,1
3129697594,2,3129697594,1
3129719604,1,3129719604,1
3129750975,1,3129750975,0
3129799587,1,3129799587,1
3129809571,4,3129809571,1
3130053265,2,3130053265,0
3130070212,1,3130070212,1
3130282110,1,3130282110,1
3130361498,1,3130361498,0
3130390804,1,3130390804,1
3130408897,3,3130408897,0
3130420967,3,3130420967,1
3130431296,1,3130431296,1
3130463209,5,3130463209,1
3130484605,3,3130484605,0
3130567060,1,3130567060,1
3130617808,1,3130617808,1
3130631260,2,3130631260,0
3130637883,1,3130637883,0
3130652368,3,3130652368,1
3130687071,5,3130687071,0
3130771251,1,3130771251,1
3130792767,2,3130792767,1
3130798860,1,3130798860,1
3130847828,1,3130847828,1
3130877481,2,3130877481,1
3130903286,1,3130903286,1
3130921190,14,3130921190,0
3130941497,4,3130941497,1
3130957636,2,3130957636,0
3131003811,1,3131003811,0
3131078126,1,3131078126,0
3131084965,1,3131084965,1
3131117949,1,3131117949,1
3131130441,1,3131130441,1
3131133514,1,3131133514,1
3131144863,1,3131144863,0
3131184648,2,3131184648,0
3131207266,3,3131207266,1
3131213055,5,3131213055,0
3131215795,2,3131215795,1
3131225682,1,3131225682,1
3131238821,2,3131238821,0
3131240866,2,3131240866,0
3131264983,2,3131264983,1
3131315963,1,3131315963,1
3131328255,1,3131328255,1
3131428834,2,3131428834,1
3131464015,2,3131464015,0
3131473560,1,3131473560,1
3131512724,2,3131512724,0
3131530969,1,3131530969,1
3131552625,1,3131552625,1
3131569548,6,3131569548,1
3131606520,1,3131606520,1
3131639025,4,3131639025,1
3131647118,5,3131647118,0
3131652066,1,3131652066,0
3131654347,1,3131654347,1
3131654790,2,3131654790,1
3131656383,3,3131656383,1
3131658401,2,3131658401,1
3131664334,1,3131664334,1
3131686689,3,3131686689,0
3131698049,2,3131698049,1
3131748601,18,3131748601,1
3131760803,1,3131760803,1
3131772678,5,3131772678,1
3131785378,1,3131785378,0
3131807339,1,3131807339,0
3131807340,1,3131807340,0
3131807343,6,3131807343,1
3131807378,1,3131807378,0
3131807380,3,3131807380,1
3131807383,4,3131807383,1
3131807386,7,3131807386,0
3131807388,5,3131807388,0
3131807508,2,3131807508,0
3131851644,1,3131851644,1
3131885496,2,3131885496,1
3131921265,4,3131921265,1
3131937820,6,3131937820,1
3131978892,2,3131978892,0
3131994087,4,3131994087,1
3132060751,2,3132060751,1
3132069046,2,3132069046,0
3132077022,2,3132077022,1
3132094423,2,3132094423,0
3132096391,2,3132096391,1
3132147174,2,3132147174,1
3132160698,4,3132160698,0
3132171150,7,3132171150,0
3132237126,4,3132237126,1
3132423347,4,3132423347,1
3132429853,6,3132429853,1
3132430389,4,3132430389,0
3132536542,3,3132536542,1
3132594145,1,3132594145,0
3132601272,1,3132601272,1
3132622672,11,3132622672,1
3132632142,4,3132632142,1
3132733770,1,3132733770,1
3132740864,2,3132740864,1
3132750964,6,3132750964,1
3132841827,1,3132841827,1
3132861512,3,3132861512,1
3132888527,4,3132888527,1
3132919091,1,3132919091,1
3132981155,3,3132981155,0
3133058562,3,3133058562,0
3133069113,1,3133069113,1
3133100499,1,3133100499,1
3133117562,1,3133117562,0
3133378069,2,3133378069,1
3133474971,2,3133474971,1
3133585449,2,3133585449,0
3133705387,2,3133705387,1
3133722406,1,3133722406,1
3133836979,1,3133836979,1
3133869962,3,3133869962,1
3133959095,22,3133959095,1
3133978465,3,3133978465,1
3133979452,4,3133979452,0
3134092582,2,3134092582,1
3134125694,2,3134125694,0
3134179460,1,3134179460,1
3134210443,4,3134210443,0
3134240453,1,3134240453,1
3134266175,2,3134266175,1
3134286480,2,3134286480,0
3134294972,1,3134294972,1
3134312388,1,3134312388,1
3134342673,1,3134342673,0
3134345357,1,3134345357,1
3134346369,3,3134346369,1
3134370237,1,3134370237,1
3134377380,2,3134377380,0
3134390007,4,3134390007,0
3134392664,5,3134392664,0
3134408661,4,3134408661,1
3134422820,3,3134422820,1
3134460203,4,3134460203,1
3134461621,2,3134461621,0
3134478540,1,3134478540,0
3134491984,5,3134491984,0
3134528355,1,3134528355,1
3134545003,2,3134545003,1
3134558199,1,3134558199,0
3134575697,1,3134575697,0
3134576040,1,3134576040,0
3134586800,1,3134586800,0
3134593130,1,3134593130,0
3134651448,2,3134651448,0
3134668584,2,3134668584,1
3134681909,2,3134681909,1
3134693594,4,3134693594,1
3134738309,3,3134738309,1
3134739597,1,3134739597,0
3134749798,1,3134749798,1
3134783539,3,3134783539,1
3134811155,3,3134811155,1
3134834594,3,3134834594,0
3134836043,21,3134836043,1
3134862968,3,3134862968,1
3134880296,3,3134880296,1
3134882955,1,3134882955,0
3134885336,7,3134885336,0
3134892391,7,3134892391,1
3134905358,1,3134905358,1
3134908383,1,3134908383,1
3134925346,2,3134925346,1
3134926821,2,3134926821,1
3134945953,2,3134945953,0
3134946540,1,3134946540,0
3134961752,1,3134961752,1
3134983232,1,3134983232,1
3134993065,1,3134993065,1
3135062402,4,3135062402,1
3135068930,17,3135068930,1
3135078870,6,3135078870,1
3135084964,1,3135084964,0
3135109406,2,3135109406,1
3135182168,1,3135182168,1
3135272704,2,3135272704,1
3135281578,4,3135281578,0
3135303315,13,3135303315,1
3135307315,2,3135307315,1
3135308744,4,3135308744,1
3135315114,1,3135315114,0
3135355668,3,3135355668,1
3135405081,11,3135405081,0
3135410764,2,3135410764,1
3135416562,4,3135416562,0
3135420284,2,3135420284,1
3135421000,1,3135421000,1
3135452361,1,3135452361,0
3135470274,1,3135470274,1
3135502954,8,3135502954,0
3135509834,4,3135509834,1
3135522528,3,3135522528,1
3135538721,2,3135538721,1
3135573640,1,3135573640,1
3135600583,4,3135600583,1
3135639537,4,3135639537,1
3135670912,2,3135670912,1
3135836662,5,3135836662,0
3135896507,2,3135896507,1
3135918614,1,3135918614,0
3135925426,6,3135925426,0
3135957211,4,3135957211,1
3135984560,3,3135984560,1
3135999700,6,3135999700,0
3136041106,11,3136041106,0
3136047559,8,3136047559,0
3136050524,10,3136050524,0
3136051607,10,3136051607,0
3136052318,22,3136052318,0
3136053629,8,3136053629,0
3136054668,4,3136054668,0
3136055973,11,3136055973,0
3136066764,2,3136066764,1
3136071798,4,3136071798,0
3136072840,4,3136072840,0
3136072957,14,3136072957,0
3136073037,8,3136073037,0
3136073133,10,3136073133,0
3136113983,2,3136113983,1
3136119876,1,3136119876,1
3136125927,2,3136125927,1
3136130118,4,3136130118,1
3136148317,2,3136148317,1
3136165834,1,3136165834,0
3136182980,1,3136182980,1
3136290510,4,3136290510,0
3136331266,2,3136331266,1
3136333278,2,3136333278,1
3136429950,3,3136429950,1
3136450775,2,3136450775,1
3136468494,3,3136468494,1
3136476031,4,3136476031,0
3136694740,9,3136694740,1
3136752322,2,3136752322,1
3136753987,2,3136753987,1
3136791188,2,3136791188,0
3136800169,6,3136800169,0
3136803201,8,3136803201,1
3136804156,1,3136804156,1
3136806866,2,3136806866,0
3136925045,1,3136925045,1
3137058094,4,3137058094,0
3137086624,2,3137086624,0
3137099861,1,3137099861,1
3137117830,1,3137117830,1
3137138306,2,3137138306,1
3137142219,2,3137142219,0
3137419405,2,3137419405,1
3137452003,2,3137452003,1
3137460612,3,3137460612,1
3137472031,6,3137472031,1
3137475001,3,3137475001,1
3137481641,3,3137481641,1
3137499692,2,3137499692,1
3137527678,2,3137527678,1
3137567642,1,3137567642,1
3137596968,3,3137596968,1
3137635779,12,3137635779,0
3137692025,2,3137692025,0
3137744193,1,3137744193,1
3137765636,1,3137765636,0
3137770721,2,3137770721,1
3137770850,2,3137770850,1
3137788023,1,3137788023,0
3137800359,3,3137800359,1
3137830799,3,3137830799,1
3137839856,2,3137839856,1
3137841799,2,3137841799,1
3137845121,3,3137845121,0
3137892942,7,3137892942,1
3137901667,2,3137901667,0
3137901992,4,3137901992,1
3137938340,3,3137938340,1
3137968385,2,3137968385,1
3138000227,1,3138000227,0
3138010469,4,3138010469,1
3138021777,2,3138021777,1
3138027382,1,3138027382,1
3138102792,5,3138102792,1
3138102803,1,3138102803,0
3138133342,3,3138133342,1
3138200881,3,3138200881,1
3138202046,3,3138202046,1
3138209162,3,3138209162,0
3138219742,2,3138219742,1
3138221452,3,3138221452,1
3138223553,9,3138223553,1
3138249858,2,3138249858,1
3138256165,3,3138256165,1
3138295848,3,3138295848,1
3138324128,3,3138324128,1
3138324206,3,3138324206,1
3138341820,2,3138341820,1
3138356679,3,3138356679,0
3138358043,5,3138358043,0
3138364477,2,3138364477,1
3138415641,1,3138415641,0
3138439127,30,3138439127,1
3138517311,1,3138517311,1
3138519384,2,3138519384,1
3138524436,1,3138524436,0
3138534395,1,3138534395,1
3138546481,1,3138546481,1
3138549340,3,3138549340,1
3138549347,1,3138549347,0
3138550449,2,3138550449,1
3138552824,1,3138552824,1
3138688916,2,3138688916,1
3138823628,2,3138823628,0
3138853756,1,3138853756,0
3138863707,2,3138863707,1
3138925122,3,3138925122,1
3138944387,3,3138944387,1
3138967564,2,3138967564,0
3138995292,2,3138995292,1
3139007532,1,3139007532,1
3139028935,4,3139028935,1
3139049191,3,3139049191,1
3139065611,4,3139065611,1
3139071787,1,3139071787,0
3139241740,5,3139241740,1
3139244261,4,3139244261,1
3139271869,6,3139271869,1
3139316930,1,3139316930,1
3139488635,3,3139488635,1
3139619015,3,3139619015,1
3139723693,3,3139723693,0
3139731537,2,3139731537,0
3139740476,1,3139740476,1
3139742148,1,3139742148,1
3139743372,1,3139743372,1
3139756008,1,3139756008,0
3139801609,1,3139801609,1
3139945869,2,3139945869,1
3139974947,7,3139974947,1
3140117936,1,3140117936,1
3140211798,1,3140211798,0
3140273018,8,3140273018,0
3140287326,5,3140287326,1
3140333312,10,3140333312,1
3140379961,2,3140379961,1
3140387966,7,3140387966,1
3140393985,3,3140393985,0
3140403950,3,3140403950,1
3140405649,3,3140405649,1
3140407668,4,3140407668,1
3140410140,3,3140410140,0
3140410870,3,3140410870,0
3140472053,3,3140472053,0
3140480772,4,3140480772,0
3140613045,4,3140613045,0
3140636427,1,3140636427,0
3140666398,8,3140666398,1
3140733815,9,3140733815,1
3140758164,2,3140758164,0
3140886751,1,3140886751,0
3140887643,1,3140887643,1
3140889490,4,3140889490,0
3140903716,2,3140903716,1
3140922437,2,3140922437,0
3140927195,4,3140927195,0
3140941069,4,3140941069,0
3140965520,2,3140965520,0
3141023608,14,3141023608,1
3141153468,1,3141153468,0
3141161571,5,3141161571,1
3141187494,1,3141187494,0
3141190976,2,3141190976,1
3141242808,4,3141242808,1
3141275933,2,3141275933,1
3141290383,2,3141290383,0
3141365675,3,3141365675,0
3141369327,3,3141369327,0
3141369441,3,3141369441,0
3141429516,3,3141429516,1
3141437950,2,3141437950,0
3141446182,1,3141446182,0
3141477809,19,3141477809,1
3141515538,1,3141515538,1
3141519857,1,3141519857,1
3141541564,1,3141541564,0
3141665913,3,3141665913,0
3141668471,3,3141668471,1
3141717000,3,3141717000,0
3141755600,1,3141755600,0
3141785922,3,3141785922,1
3141802223,23,3141802223,1
3141889094,5,3141889094,1
3141911282,4,3141911282,1
3141911468,2,3141911468,1
3141912459,2,3141912459,1
3141942061,2,3141942061,1
3141952773,4,3141952773,0
3142170045,2,3142170045,1
3142202183,2,3142202183,1
3142207549,2,3142207549,0
3142362504,4,3142362504,1
3142365086,2,3142365086,0
3142406085,2,3142406085,1
3142406560,5,3142406560,0
3142449171,1,3142449171,1
3142458595,2,3142458595,0
3142513903,2,3142513903,0
3142531684,1,3142531684,0
3142546728,1,3142546728,1
3142660282,1,3142660282,1
3142737206,8,3142737206,1
3142818024,3,3142818024,1
3142842662,2,3142842662,1
3142876413,4,3142876413,1
3142914272,2,3142914272,1
3142965328,6,3142965328,1
3143005330,2,3143005330,1
3143034989,1,3143034989,0
3143079381,1,3143079381,0
3143204035,1,3143204035,1
3143212422,3,3143212422,1
3143225191,1,3143225191,1
3143270588,2,3143270588,0
3143294783,14,3143294783,1
3143303411,2,3143303411,1
3143406408,2,3143406408,0
3143420631,2,3143420631,0
3143424792,1,3143424792,1
3143508366,3,3143508366,0
3143603400,4,3143603400,0
3143630432,1,3143630432,1
3143651082,1,3143651082,0
3143679818,1,3143679818,0
3143682198,3,3143682198,0
3143758141,5,3143758141,0
3143827404,1,3143827404,1
3143833816,30,3143833816,1
3143875325,3,3143875325,1
3143883658,4,3143883658,1
3143891800,1,3143891800,1
3143893032,3,3143893032,1
3143925201,2,3143925201,1
3143944164,5,3143944164,0
3143986029,3,3143986029,0
3143988669,3,3143988669,1
3144011143,6,3144011143,1
3144015338,1,3144015338,0
3144022603,2,3144022603,1
3144047608,5,3144047608,1
3144116210,2,3144116210,1
3144119383,2,3144119383,1
3144152450,1,3144152450,1
3144157419,3,3144157419,1
3144234261,3,3144234261,1
3144312871,6,3144312871,1
3144364687,5,3144364687,1
3144369936,2,3144369936,1
3144376744,1,3144376744,1
3144410021,5,3144410021,1
3144417356,2,3144417356,0
3144426063,3,3144426063,1
3144503030,1,3144503030,0
3144536109,1,3144536109,1
3144592513,2,3144592513,1
3144610758,5,3144610758,1
3144633929,1,3144633929,1
3144671213,2,3144671213,1
3144686827,1,3144686827,1
3144703793,4,3144703793,0
3144706607,1,3144706607,1
3144708564,6,3144708564,1
3144798631,3,3144798631,0
3144958721,3,3144958721,0
3144960266,3,3144960266,0
3144966549,3,3144966549,0
3144994382,1,3144994382,1
3145058055,3,3145058055,0
3145075016,2,3145075016,1
3145100608,1,3145100608,1
3145100825,1,3145100825,1
3145274953,2,3145274953,1
3145321317,4,3145321317,1
3145358103,4,3145358103,0
3145373538,3,3145373538,0
3145399987,1,3145399987,1
3145422684,2,3145422684,1
3145458393,1,3145458393,1
3145476364,2,3145476364,1
3145510800,2,3145510800,1
3145582973,1,3145582973,1
3145664381,1,3145664381,1
3145666143,1,3145666143,1
3145676814,1,3145676814,0
3145821683,1,3145821683,1
3145832022,1,3145832022,1
3145990527,1,3145990527,1
3145990839,1,3145990839,1
3146000369,1,3146000369,1
3146090914,1,3146090914,1
3146145641,1,3146145641,1
3146305288,6,3146305288,1
3146327831,1,3146327831,0
3146354845,1,3146354845,1
3146371620,1,3146371620,1
3146392650,2,3146392650,0
3146561196,1,3146561196,1
3146758450,1,3146758450,0
3146777686,5,3146777686,1
3146900482,2,3146900482,1
3146907384,1,3146907384,0
3146957267,2,3146957267,1
3146958127,2,3146958127,1
3146963128,1,3146963128,0
3146970822,2,3146970822,0
3147033060,2,3147033060,1
3147075784,2,3147075784,1
3147078486,1,3147078486,0
3147153408,4,3147153408,0
3147157841,3,3147157841,1
3147158866,1,3147158866,0
3147161232,1,3147161232,0
3147170459,1,3147170459,1
3147199711,1,3147199711,0
3147221577,3,3147221577,1
3147227366,2,3147227366,1
3147246889,2,3147246889,1
3147261806,5,3147261806,1
3147275250,11,3147275250,1
3147281296,1,3147281296,1
3147288154,1,3147288154,1
3147302152,1,3147302152,1
3147340923,3,3147340923,0
3147411139,1,3147411139,1
3147419646,6,3147419646,1
3147421099,1,3147421099,0
3147432956,3,3147432956,1
3147444643,3,3147444643,1
3147449966,7,3147449966,0
3147452930,5,3147452930,1
3147471163,1,3147471163,1
3147503921,7,3147503921,1
3147552131,4,3147552131,1
3147680886,3,3147680886,1
3147721605,2,3147721605,0
3147729200,2,3147729200,0
3147748379,4,3147748379,0
3147775860,1,3147775860,1
3147795708,5,3147795708,1
3147844988,1,3147844988,0
3147883994,2,3147883994,1
3147960973,6,3147960973,1
3147973483,3,3147973483,1
3147975254,4,3147975254,1
3148005105,1,3148005105,1
3148005340,2,3148005340,0
3148054400,2,3148054400,0
3148079157,3,3148079157,0
3148200440,2,3148200440,1
3148227562,4,3148227562,1
3148248930,26,3148248930,0
3148261332,2,3148261332,1
3148261838,2,3148261838,1
3148288584,1,3148288584,1
3148367585,3,3148367585,1
3148402460,4,3148402460,1
3148419996,2,3148419996,1
3148619562,1,3148619562,1
3148655251,2,3148655251,1
3148655746,1,3148655746,1
3148964389,4,3148964389,0
3149019667,3,3149019667,1
3149033345,1,3149033345,1
3149104555,1,3149104555,1
3149341709,1,3149341709,1
3149355129,1,3149355129,1
3149540657,1,3149540657,1
3149554338,1,3149554338,1
3149630927,1,3149630927,0
3149658861,15,3149658861,1
3149833124,6,3149833124,0
3149957557,1,3149957557,1
3149966523,4,3149966523,0
3149988059,1,3149988059,1
3150026775,4,3150026775,1
3150055351,1,3150055351,1
3150145768,5,3150145768,1
3150181381,1,3150181381,1
3150188181,2,3150188181,1
3150229181,2,3150229181,1
3150270434,7,3150270434,0
3150279571,2,3150279571,0
3150327302,6,3150327302,1
3150335504,3,3150335504,1
3150387821,5,3150387821,1
3150426075,1,3150426075,1
3150427698,1,3150427698,1
3150562626,3,3150562626,0
3150644025,7,3150644025,1
3150761777,3,3150761777,1
3150940796,3,3150940796,1
3150949077,3,3150949077,1
3150971698,30,3150971698,1
3150975486,3,3150975486,1
3150977865,1,3150977865,0
3151002300,2,3151002300,1
3151020831,4,3151020831,1
3151033107,1,3151033107,1
3151133838,1,3151133838,1
3151193839,2,3151193839,0
3151211971,2,3151211971,1
3151219647,6,3151219647,1
3151242547,1,3151242547,0
3151335166,3,3151335166,0
3151391189,2,3151391189,1
3151448748,5,3151448748,0
3151500665,2,3151500665,1
3151566859,7,3151566859,1
3151582642,3,3151582642,0
3151584697,1,3151584697,1
3151604419,10,3151604419,1
3151623064,5,3151623064,1
3151638165,8,3151638165,1
3151697572,5,3151697572,1
3151748196,2,3151748196,0
3151753047,30,3151753047,0
3151798896,2,3151798896,0
3151800646,5,3151800646,1
3151828698,3,3151828698,1
3151832862,7,3151832862,1
3151837966,2,3151837966,0
3151841469,5,3151841469,1
3151882306,5,3151882306,1
3151982889,4,3151982889,1
3152003781,7,3152003781,1
3152123723,5,3152123723,1
3152161950,1,3152161950,1
3152203458,1,3152203458,1
3152206408,1,3152206408,1
3152227876,9,3152227876,0
3152257828,2,3152257828,1
3152277877,3,3152277877,1
3152288141,1,3152288141,1
3152320431,1,3152320431,1
3152334527,3,3152334527,1
3152343814,1,3152343814,1
3152398809,1,3152398809,1
3152485982,9,3152485982,1
3152602811,3,3152602811,1
3152658418,2,3152658418,1
3152681524,6,3152681524,1
3152691778,3,3152691778,1
3152700757,7,3152700757,1
3152714709,2,3152714709,0
3152775367,1,3152775367,1
3152863486,9,3152863486,1
3152880462,2,3152880462,1
3152882125,1,3152882125,1
3152920023,4,3152920023,0
3152972344,4,3152972344,1
3152973344,4,3152973344,1
3153101093,4,3153101093,1
3153161550,2,3153161550,1
3153178010,1,3153178010,1
3153190958,1,3153190958,1
3153218899,3,3153218899,0
3153252322,1,3153252322,1
3153282159,1,3153282159,0
3153308695,2,3153308695,1
3153314282,1,3153314282,1
3153329320,1,3153329320,1
3153375782,1,3153375782,1
3153484500,2,3153484500,1
3153588722,1,3153588722,1
3153610172,10,3153610172,1
3153634298,1,3153634298,0
3153675491,1,3153675491,1
3153692689,1,3153692689,1
3153705827,6,3153705827,1
3153713806,1,3153713806,1
3153748109,4,3153748109,0
3153749441,1,3153749441,0
3153752896,2,3153752896,1
3153759896,2,3153759896,1
3153766844,6,3153766844,0
3153811253,6,3153811253,1
3153881989,1,3153881989,1
3154081869,3,3154081869,1
3154088521,1,3154088521,1
3154108264,4,3154108264,0
3154114382,1,3154114382,1
3154171317,5,3154171317,1
3154330497,1,3154330497,0
3154367340,3,3154367340,1
3154378448,1,3154378448,1
3154393599,2,3154393599,0
3154430420,2,3154430420,1
3154445436,2,3154445436,0
3154457494,3,3154457494,1
3154491857,1,3154491857,1
3154511133,5,3154511133,0
3154550935,2,3154550935,1
3154606547,1,3154606547,0
3154630091,2,3154630091,1
3154652967,18,3154652967,1
3154662508,12,3154662508,1
3154699305,3,3154699305,1
3154734636,1,3154734636,0
3154752026,3,3154752026,1
3154756123,10,3154756123,0
3154758729,2,3154758729,0
3154760858,2,3154760858,1
3154821362,3,3154821362,1
3154835615,3,3154835615,1
3154845631,1,3154845631,1
3154857294,3,3154857294,1
3154899801,2,3154899801,0
3154999886,1,3154999886,0
3155001680,3,3155001680,0
3155023758,1,3155023758,0
3155033567,30,3155033567,1
3155033995,30,3155033995,0
3155034288,30,3155034288,0
3155034843,30,3155034843,0
3155060428,4,3155060428,1
3155083486,2,3155083486,1
3155084033,1,3155084033,1
3155118220,3,3155118220,1
3155121796,4,3155121796,0
3155127737,4,3155127737,0
3155143197,14,3155143197,0
3155192151,4,3155192151,0
3155257044,1,3155257044,1
3155277983,2,3155277983,1
3155310952,4,3155310952,0
3155319500,4,3155319500,0
3155326834,2,3155326834,1
3155342154,5,3155342154,1
3155516121,1,3155516121,1
3155519663,1,3155519663,1
3155588235,2,3155588235,1
3155615485,6,3155615485,1
3155631091,8,3155631091,1
3155665858,4,3155665858,1
3155691500,1,3155691500,1
3155710420,6,3155710420,1
3155745045,2,3155745045,1
3155797488,2,3155797488,1
3155802145,1,3155802145,1
3155815373,17,3155815373,0
3155885652,2,3155885652,0
3155889109,3,3155889109,0
3155893392,7,3155893392,0
3155910859,4,3155910859,0
3155922076,3,3155922076,1
3155923412,1,3155923412,0
3155982507,6,3155982507,1
3156064223,5,3156064223,1
3156071707,3,3156071707,1
3156095684,4,3156095684,1
3156171169,2,3156171169,0
3156177738,4,3156177738,0
3156267045,1,3156267045,1
3156291643,5,3156291643,0
3156314842,1,3156314842,0
3156345426,2,3156345426,1
3156451435,3,3156451435,0
3156456557,4,3156456557,1
3156558510,4,3156558510,1
3156561668,1,3156561668,1
3156674038,5,3156674038,1
3156676267,2,3156676267,1
3156695913,3,3156695913,1
3156718715,6,3156718715,1
3156803349,1,3156803349,1
3156952451,5,3156952451,0
3156959893,2,3156959893,1
3156963474,10,3156963474,1
3157127873,1,3157127873,0
3157140778,1,3157140778,1
3157197447,1,3157197447,1
3157281567,3,3157281567,0
3157386612,6,3157386612,1
3157399266,1,3157399266,0
3157471409,2,3157471409,0
3157504530,2,3157504530,1
3157513496,2,3157513496,1
3157523410,2,3157523410,0
3157563491,2,3157563491,1
3157577978,12,3157577978,1
3157607772,8,3157607772,0
3157787774,6,3157787774,1
3157800721,4,3157800721,0
3157816556,3,3157816556,1
3157821559,1,3157821559,0
3157938220,7,3157938220,1
3157950872,1,3157950872,1
3157958459,9,3157958459,1
3157968978,3,3157968978,1
3158034133,1,3158034133,0
3158038793,1,3158038793,1
3158055227,2,3158055227,0
3158099802,5,3158099802,0
3158129787,3,3158129787,1
3158136553,3,3158136553,1
3158182026,5,3158182026,1
3158266564,2,3158266564,1
3158287475,6,3158287475,1
3158304414,3,3158304414,0
3158347305,1,3158347305,0
3158426121,2,3158426121,0
3158433932,3,3158433932,1
3158444066,2,3158444066,0
3158465046,3,3158465046,0
3158557487,6,3158557487,1
3158580067,4,3158580067,1
3158584991,4,3158584991,0
3158655778,7,3158655778,1
3158673525,2,3158673525,1
3158683531,10,3158683531,1
3158709175,7,3158709175,1
3158776739,1,3158776739,0
3158797870,2,3158797870,1
3158802702,3,3158802702,0
3158819982,11,3158819982,1
3158903949,3,3158903949,1
3158922151,1,3158922151,1
3158928915,1,3158928915,1
3158931705,1,3158931705,1
3158935716,5,3158935716,1
3158937469,1,3158937469,0
3158983348,8,3158983348,1
3158985142,1,3158985142,1
3159023948,7,3159023948,1
3159071519,9,3159071519,0
3159100053,4,3159100053,0
3159124752,4,3159124752,0
3159137156,1,3159137156,0
3159138988,1,3159138988,0
3159174564,1,3159174564,1
3159199237,1,3159199237,1
3159212731,4,3159212731,0
3159305613,11,3159305613,0
3159385903,3,3159385903,0
3159398331,2,3159398331,0
